,Link,Job Title,Company,Location,Salary,Date
665,https://www.indeed.com//rc/clk?jk=73e52cf2ca35ca5f&fccid=057f0ad8280a5084&vjs=3,Senior IT Business Analyst,rag & bone,N/A,N/A,27 days ago
710,https://www.indeed.com//rc/clk?jk=2fa120e4f997948a&fccid=fdf755343f0d328b&vjs=3,Sr. IT CRM/Clienteling Analyst,Tory Burch,N/A,N/A,27 days ago
755,https://www.indeed.com//rc/clk?jk=e5df7ba0356b82dd&fccid=8bb305d9b8697c1d&vjs=3,Medical Economics Analyst,Atlantic Health System,N/A,N/A,27 days ago
832,https://www.indeed.com//rc/clk?jk=44288ffb3569bbe8&fccid=55e246035f02c566&vjs=3,"Lead Business Analyst, Corporate Actions (CONTRACT)",Broadridge,N/A,N/A,27 days ago
836,https://www.indeed.com//rc/clk?jk=b083a486bd6be304&fccid=2df6a1e69a70a1e7&vjs=3,"Senior Director, Data & Analytics Evangelist, Thought Leader...",Cognizant Technology Solutions,N/A,N/A,27 days ago
869,https://www.indeed.com//rc/clk?jk=40687a0fc5c73716&fccid=105ecfd0283f415f&vjs=3,Salesforce Commerce Cloud - Senior Business Analyst,Capgemini,N/A,N/A,27 days ago
40,https://www.indeed.com//rc/clk?jk=ceac92f8fdee18aa&fccid=f17180ffbe436a3c&vjs=3,Data Visualization Analyst,Discovery,N/A,N/A,28 days ago
325,https://www.indeed.com//rc/clk?jk=d9632d3a2eadb233&fccid=e862060ad58928b1&vjs=3,Business Analyst,"Tanjore, Inc",N/A,N/A,28 days ago
572,https://www.indeed.com//rc/clk?jk=51256bd722cdef56&fccid=f34e19b1bad7c310&vjs=3,Business Intelligence Programmer/Analyst,CRC DATA,N/A,N/A,28 days ago
418,https://www.indeed.com//rc/clk?jk=349f8305bbf4fb36&fccid=848e72c84ce4a7a7&vjs=3,Epic PB Analyst,NYU Langone,N/A,N/A,29 days ago
682,https://www.indeed.com//rc/clk?jk=9abfa406f10f65c1&fccid=848e72c84ce4a7a7&vjs=3,Epic PB Analyst,NYU Langone Health,N/A,N/A,29 days ago
640,https://www.indeed.com//rc/clk?jk=4d2b0195777a5443&fccid=30174dc4fe91464e&vjs=3,Business Analyst,Compugra Systems,N/A,"$104,000 a year",30+ days ago
562,https://www.indeed.com//rc/clk?jk=0d6da31273836a8f&fccid=0efe3e25ee20de25&vjs=3,IT Business Analyst/ UX Researcher,DEPT OF INFO TECH & TELECOMM,N/A,"$105,000 a year",30+ days ago
201,https://www.indeed.com//rc/clk?jk=8c608a52e55e50d8&fccid=c6b5143eab3dbe34&vjs=3,Senior Spatial Data and Mapping Analyst-Temporary,Fund For Public Health In New York Inc,N/A,$33.84 - $42.03 an hour,30+ days ago
43,https://www.indeed.com//rc/clk?jk=6a835a44a585967e&fccid=c6b5143eab3dbe34&vjs=3,COVID-19 Data Analyst - Temp,Fund For Public Health In New York Inc,N/A,$35.24 an hour,30+ days ago
220,https://www.indeed.com//rc/clk?jk=7b1d0656c31a9e9f&fccid=c6b5143eab3dbe34&vjs=3,Tableau Team Analyst -Temp,Fund For Public Health In New York Inc,N/A,$41 - $84 an hour,30+ days ago
189,https://www.indeed.com//rc/clk?jk=9111dba4c3b5d597&fccid=ccdc5aa4be7779e0&vjs=3,Analyst | Health and Mental Hygiene (DOHMH),OFFICE OF MANAGEMENT & BUDGET,N/A,"$46,856 - $62,480 a year",30+ days ago
326,https://www.indeed.com//rc/clk?jk=f1401fa07b347c44&fccid=c6b5143eab3dbe34&vjs=3,COVID-19 Senior Data Analyst - Temp,Fund For Public Health In New York Inc,N/A,$46.41 - $53.37 an hour,30+ days ago
196,https://www.indeed.com//rc/clk?jk=0b59fd559cf8a30a&fccid=c6b5143eab3dbe34&vjs=3,COVID-19 Project Manager/Data Analyst - Temp,Fund For Public Health In New York Inc,N/A,$46.41 - $56.11 an hour,30+ days ago
243,https://www.indeed.com//rc/clk?jk=c3e1ad5159ed4af8&fccid=945d7a690b140009&vjs=3,"Analyst, Procurement Operations",Mayor's Office of Contract Services,N/A,"$50,000 - $55,000 a year",30+ days ago
303,https://www.indeed.com//rc/clk?jk=f3036b839cb03a77&fccid=56e3bc8e464799d0&vjs=3,"Analyst, Procurement Operations",MAYORS OFFICE OF CONTRACT SVCS,N/A,"$50,000 - $55,000 a year",30+ days ago
986,https://www.indeed.com//company/Digipath-Infotech/jobs/Entry-Level-Business-Analyst-79b1ff525d3d3359?fccid=6953a635a1764523&vjs=3,Entry Level Business Analyst,Digipath Infotech,N/A,"$50,000 - $80,000 a year",30+ days ago
4,https://www.indeed.com//rc/clk?jk=07c931452755cbe8&fccid=ddbc3ea4907075d8&vjs=3,Data Analyst,DEPARTMENT OF INVESTIGATION,N/A,"$55,000 - $60,000 a year",30+ days ago
9,https://www.indeed.com//rc/clk?jk=3dd7af3b920f6558&fccid=7a7e25bb0743311b&vjs=3,Data Analyst,ADMIN TRIALS AND HEARINGS,N/A,"$57,590 - $68,181 a year",30+ days ago
238,https://www.indeed.com//rc/clk?jk=f1dc148833b74e9a&fccid=4146d8487cdbf799&vjs=3,Environmental Health Analyst,DEPT OF HEALTH/MENTAL HYGIENE,N/A,"$64,140 - $70,554 a year",30+ days ago
371,https://www.indeed.com//rc/clk?jk=d74c84a59955a1c2&fccid=4146d8487cdbf799&vjs=3,Food Safety Analyst,DEPT OF HEALTH/MENTAL HYGIENE,N/A,"$64,140 - $70,554 a year",30+ days ago
971,https://www.indeed.com//company/NYC-Health-+-Hospitals/jobs/Clinical-Business-Data-Analyst-5ffcd4b50521a6b7?fccid=8ba13cf21fd7c2de&vjs=3,Clinical Business/Data Analyst,NYC Health + Hospitals,N/A,"$64,175 - $100,000 a year",30+ days ago
955,https://www.indeed.com//company/Think-IT-Project-Management/jobs/Business-Analyst-4f5a62139f824cab?fccid=33b97b0d24866494&vjs=3,Business Analyst - Data Warehouse,Think IT Project Management LLC,N/A,"$65,000 - $75,000 a year",30+ days ago
210,https://www.indeed.com//rc/clk?jk=d1b45d6db178664f&fccid=1e0f17831c17f620&vjs=3,Data Review Analyst,GENE TOX WORLDWIDE LLC,N/A,"$65,000 - $80,000 a year",30+ days ago
987,https://www.indeed.com//company/United-Federation-of-Teachers/jobs/Digital-Marketing-Analyst-f4bea13313ad5025?fccid=517af791e1d0f4dd&vjs=3,Digital Marketing Analyst,United Federation of Teachers,N/A,"$65,000 - $80,000 a year",30+ days ago
109,https://www.indeed.com//rc/clk?jk=38131a2e0b45424c&fccid=6534136b629111eb&vjs=3,Business Analyst,Cyber Tech Group,N/A,"$65,000 a year",30+ days ago
518,https://www.indeed.com//rc/clk?jk=3331ec6fc6008b90&fccid=839b9b96756b3f24&vjs=3,Business Analyst,BigIdea Technologies,N/A,"$70,000 a year",30+ days ago
530,https://www.indeed.com//rc/clk?jk=a060c44f590b7800&fccid=4146d8487cdbf799&vjs=3,"Data Integration and Reporting Specialist, Bureau of Environ...",DEPT OF HEALTH/MENTAL HYGIENE,N/A,"$75,000 - $130,000 a year",30+ days ago
357,https://www.indeed.com//rc/clk?jk=443508341678a780&fccid=c6b5143eab3dbe34&vjs=3,COVID Data Analyst,Fund For Public Health In New York Inc,N/A,"$75,504 - $86,830 a year",30+ days ago
186,https://www.indeed.com//rc/clk?jk=928ae9ee36e975e4&fccid=4146d8487cdbf799&vjs=3,HCV Senior Data and Research Analyst,DEPT OF HEALTH/MENTAL HYGIENE,N/A,"$84,468 - $104,909 a year",30+ days ago
213,https://www.indeed.com//rc/clk?jk=d032d9d188e8524a&fccid=c6b5143eab3dbe34&vjs=3,Senior Data Analyst - Visualization and Reporting,Fund For Public Health In New York Inc,N/A,"$84,468 - $97,138 a year",30+ days ago
450,https://www.indeed.com//rc/clk?jk=a9a952321f723de4&fccid=ddbc3ea4907075d8&vjs=3,Director of Data Analytics,DEPARTMENT OF INVESTIGATION,N/A,"$95,000 - $110,000 a year",30+ days ago
926,https://www.indeed.com//company/PYCUBE/jobs/Data-Analyst-Intern-3b2f5c8b18687488?fccid=fb5a395514c8f654&vjs=3,Data Analyst Intern,Pycube Inc,N/A,"From $2,000 a month",30+ days ago
3,https://www.indeed.com//rc/clk?jk=d7060a555b8cc761&fccid=e3c82d82eecba317&vjs=3,Data Analyst,Priceline.com,N/A,N/A,30+ days ago
10,https://www.indeed.com//rc/clk?jk=67d9f88363324c4d&fccid=35d653c09c2712b6&vjs=3,"Data Analyst, Client Strategy",NBCUniversal,N/A,N/A,30+ days ago
16,https://www.indeed.com//rc/clk?jk=ad09186f43c5564b&fccid=d46e0b83498fa11f&vjs=3,Data Analyst,Glassview Media,N/A,N/A,30+ days ago
22,https://www.indeed.com//rc/clk?jk=887e8c306d674f64&fccid=d84ba397e7da398c&vjs=3,Data Analyst,MealPal,N/A,N/A,30+ days ago
23,https://www.indeed.com//rc/clk?jk=23374539a176a0ba&fccid=8077183a161ef0fd&vjs=3,Data Analyst,New York University,N/A,N/A,30+ days ago
28,https://www.indeed.com//rc/clk?jk=41fe616879326be6&fccid=fafb8f0f2a17c3fd&vjs=3,Data & Credit Analyst,Reorg Research,N/A,N/A,30+ days ago
30,https://www.indeed.com//rc/clk?jk=088841f417bc3bf1&fccid=85bfc9ae112ceab7&vjs=3,Data Analyst,New Visions Central Office,N/A,N/A,30+ days ago
35,https://www.indeed.com//rc/clk?jk=dc6cd3379a49c1be&fccid=e35acb6e901e1e29&vjs=3,Data Analyst - TLV,Diagnostic Robotics,N/A,N/A,30+ days ago
38,https://www.indeed.com//rc/clk?jk=5a48456fc8ad57d1&fccid=915628603ff911ad&vjs=3,Data Analyst,Altice,N/A,N/A,30+ days ago
39,https://www.indeed.com//rc/clk?jk=697a48cf0071d978&fccid=9affcdd0562bf28d&vjs=3,Data Analyst,Monument Economics Group,N/A,N/A,30+ days ago
51,https://www.indeed.com//rc/clk?jk=db109fe696b76e1b&fccid=2358f3d9df359353&vjs=3,Data Analyst,Wix,N/A,N/A,30+ days ago
53,https://www.indeed.com//rc/clk?jk=ce2d655de3253209&fccid=6313f14768ff2f01&vjs=3,Data Analyst,Updater,N/A,N/A,30+ days ago
55,https://www.indeed.com//rc/clk?jk=04a3c9ad2ccaaaa0&fccid=647578535675f915&vjs=3,Data Analyst,AdTheorent,N/A,N/A,30+ days ago
56,https://www.indeed.com//rc/clk?jk=8ab8f541d9100131&fccid=c2a63affe8751868&vjs=3,Data Analyst,CAPCO,N/A,N/A,30+ days ago
60,https://www.indeed.com//rc/clk?jk=2590d94a47704f73&fccid=3319b7c4e7bb10f9&vjs=3,Data Analyst,Co–Star,N/A,N/A,30+ days ago
62,https://www.indeed.com//rc/clk?jk=ba7b8dcc61d3636a&fccid=c007936ceb766fe5&vjs=3,"Data Analyst I, FPA Operations",Mount Sinai,N/A,N/A,30+ days ago
63,https://www.indeed.com//rc/clk?jk=68e193461ed1547c&fccid=2def7d54e58df8ff&vjs=3,Data Analyst,Success Academy Charter Schools,N/A,N/A,30+ days ago
64,https://www.indeed.com//rc/clk?jk=df0848e56019c9e0&fccid=e996c2d6855fe778&vjs=3,"Data Analyst, WorkMarket",ADP,N/A,N/A,30+ days ago
66,https://www.indeed.com//rc/clk?jk=7f6c2cb6dac843a6&fccid=e0ccb12bb145acf5&vjs=3,"Data Analyst, Juba Plus","Media Storm, LLC",N/A,N/A,30+ days ago
67,https://www.indeed.com//rc/clk?jk=b7047d6354db70c1&fccid=a8dcc2bf9d226e27&vjs=3,Data Research Analyst,Belong.life,N/A,N/A,30+ days ago
70,https://www.indeed.com//rc/clk?jk=b46a6afcd1a31e7a&fccid=f770da67b3b51c62&vjs=3,Legal Data Analyst,Bloomberg,N/A,N/A,30+ days ago
71,https://www.indeed.com//rc/clk?jk=e020cae480ca5b2b&fccid=fcf358f3bd84e30a&vjs=3,Data Analyst,Nautilus Labs,N/A,N/A,30+ days ago
73,https://www.indeed.com//rc/clk?jk=c3367eec44102176&fccid=ab120b4b200bc8db&vjs=3,Data Analyst,Mahima Soft,N/A,N/A,30+ days ago
74,https://www.indeed.com//rc/clk?jk=62d25207253030d0&fccid=049a66f3ffa9366a&vjs=3,Business Intelligence Analyst / Data Scientist,World Education Services,N/A,N/A,30+ days ago
75,https://www.indeed.com//rc/clk?jk=bc66e606277aae74&fccid=bd976cc171c690e0&vjs=3,Data Analyst,Columbia University,N/A,N/A,30+ days ago
76,https://www.indeed.com//rc/clk?jk=894caf974d0dac7e&fccid=274e15dee00b5237&vjs=3,"Analyst, Finance",Digitas,N/A,N/A,30+ days ago
78,https://www.indeed.com//rc/clk?jk=4d44673247ae2a45&fccid=777f6e070f6b7973&vjs=3,Data Integration Analyst,Riskified,N/A,N/A,30+ days ago
85,https://www.indeed.com//rc/clk?jk=f11897c92051219f&fccid=5a8eae58e6c3b7d7&vjs=3,CRE Data Analyst/Strategist,VTS,N/A,N/A,30+ days ago
88,https://www.indeed.com//rc/clk?jk=f1ed7295001cf36a&fccid=448951d0ddf03e0c&vjs=3,Data Analyst,DataDog,N/A,N/A,30+ days ago
94,https://www.indeed.com//rc/clk?jk=c40b740368490473&fccid=353eb997fc901045&vjs=3,Marketing Data Analyst,Veeva Systems,N/A,N/A,30+ days ago
95,https://www.indeed.com//rc/clk?jk=a457bd49f1c7a073&fccid=1639254ea84748b5&vjs=3,"Data Analyst, Media Partnerships Strategy & Planning",Facebook,N/A,N/A,30+ days ago
96,https://www.indeed.com//rc/clk?jk=cb69cc1e135bdc2a&fccid=d3ee4a7355a0fb60&vjs=3,Sr. Data Analyst,Criteo,N/A,N/A,30+ days ago
98,https://www.indeed.com//rc/clk?jk=2a2234ca7d12033b&fccid=c007936ceb766fe5&vjs=3,Data Analyst I - Geriatrics and Palliative Care,Mount Sinai,N/A,N/A,30+ days ago
100,https://www.indeed.com//rc/clk?jk=018ed0ca7a7ce1a2&fccid=2b84f8204d39aa3a&vjs=3,Quantitative/Data Analyst Intern,KKI Capital,N/A,N/A,30+ days ago
104,https://www.indeed.com//rc/clk?jk=bf50dd09a357781f&fccid=d1e1c9b793a7214a&vjs=3,DATA ANALYST,Montefiore Medical Center,N/A,N/A,30+ days ago
106,https://www.indeed.com//rc/clk?jk=5f901c33128cfd56&fccid=915628603ff911ad&vjs=3,Data Insights Analyst,Altice,N/A,N/A,30+ days ago
107,https://www.indeed.com//rc/clk?jk=745baedd84ea2190&fccid=a16ad66720e7c358&vjs=3,BUSINESS INTELLIGENCE ANALYST,Omni Motors,N/A,N/A,30+ days ago
108,https://www.indeed.com//rc/clk?jk=bbcde88a9983239b&fccid=714f436b103eef42&vjs=3,Facilities Data Analyst,Children's Aid,N/A,N/A,30+ days ago
110,https://www.indeed.com//rc/clk?jk=99192e37df9e2e0d&fccid=62ea05949fb06eef&vjs=3,Senior Data Analyst,Zip,N/A,N/A,30+ days ago
112,https://www.indeed.com//rc/clk?jk=4480a4751e7d44a7&fccid=1320c50b75f44505&vjs=3,Computational Biologist Data Analyst,Memorial Sloan-Kettering Cancer Center,N/A,N/A,30+ days ago
114,https://www.indeed.com//rc/clk?jk=cd6b3b43e4d71389&fccid=02bd2bdda97deebf&vjs=3,Advertising Data Analyst,Hearst Media Services,N/A,N/A,30+ days ago
118,https://www.indeed.com//rc/clk?jk=90ca1cbbf4d85968&fccid=bf422d4af99309b2&vjs=3,Senior Data Analyst,Allianz Global Investors,N/A,N/A,30+ days ago
122,https://www.indeed.com//rc/clk?jk=443b60df1f13d568&fccid=2a9c236a35bd1e0d&vjs=3,Research Analyst,Tastemade,N/A,N/A,30+ days ago
126,https://www.indeed.com//rc/clk?jk=4b73a6794aceebd8&fccid=a5b4499d9e91a5c6&vjs=3,"Product Analyst, Data Science",Google,N/A,N/A,30+ days ago
130,https://www.indeed.com//rc/clk?jk=ee1c8e37e9eff34a&fccid=92b6ad9b1bd886b6&vjs=3,"Data Analyst, Business & Customer Insights - HBO Max",Turner,N/A,N/A,30+ days ago
131,https://www.indeed.com//rc/clk?jk=8237ceaf583767ee&fccid=c007936ceb766fe5&vjs=3,"Data Analyst I, Division of Pulmonary Medicine",Mount Sinai,N/A,N/A,30+ days ago
135,https://www.indeed.com//rc/clk?jk=175373fedfc924c2&fccid=adea62ae96d0c2c1&vjs=3,Data Intelligence Analyst,Consumer Reports,N/A,N/A,30+ days ago
136,https://www.indeed.com//rc/clk?jk=1eba31ef251adce8&fccid=9c890827fa1d26ad&vjs=3,Healthcare Data Analyst,"Brighton Health Plan Solutions, LLC",N/A,N/A,30+ days ago
140,https://www.indeed.com//rc/clk?jk=e0cf05e171755a9e&fccid=bd976cc171c690e0&vjs=3,Clinical Research Data Analyst,Columbia University,N/A,N/A,30+ days ago
142,https://www.indeed.com//rc/clk?jk=3c8e55ee92933a09&fccid=bd976cc171c690e0&vjs=3,Data Analyst - CBCH,Columbia University,N/A,N/A,30+ days ago
145,https://www.indeed.com//rc/clk?jk=db0fd483578b780d&fccid=61c19e057c54ec35&vjs=3,Jr. Sales Analyst,Fox Corporation,N/A,N/A,30+ days ago
148,https://www.indeed.com//rc/clk?jk=54b493912198a002&fccid=61c19e057c54ec35&vjs=3,"Data Analyst, Business Intelligence",Fox Corporation,N/A,N/A,30+ days ago
149,https://www.indeed.com//rc/clk?jk=5288bf1cd2216b2b&fccid=c007936ceb766fe5&vjs=3,"Data Analyst II, Division of Gastroenterology (Research)",Mount Sinai,N/A,N/A,30+ days ago
150,https://www.indeed.com//rc/clk?jk=d5c0a8b8f8f99ff7&fccid=1639254ea84748b5&vjs=3,"Data Analyst Lead, North America",Facebook,N/A,N/A,30+ days ago
154,https://www.indeed.com//rc/clk?jk=9ac07bcb11aed089&fccid=9331fba89c9d75cb&vjs=3,Business Analyst,The Mitchell Madison Group,N/A,N/A,30+ days ago
155,https://www.indeed.com//rc/clk?jk=c57b4f420186731a&fccid=8ba13cf21fd7c2de&vjs=3,"Mental Health Data Analyst (City Research Scientist L I), Co...",NYC Health + Hospitals,N/A,N/A,30+ days ago
156,https://www.indeed.com//rc/clk?jk=a61ed6727dfe122e&fccid=2160e2020e1bf7c3&vjs=3,Bookkeeper/Data Analyst,Envisagegroup,N/A,N/A,30+ days ago
157,https://www.indeed.com//rc/clk?jk=b192bf946d90b82c&fccid=afdce972a2fa7453&vjs=3,Encounter Data Analyst,Archcare,N/A,N/A,30+ days ago
161,https://www.indeed.com//rc/clk?jk=406ae3437ef44e77&fccid=4983b5e32f963a34&vjs=3,"Business Analyst, Data",Neuberger Berman,N/A,N/A,30+ days ago
164,https://www.indeed.com//rc/clk?jk=dac4fc60413e8d1c&fccid=8bb305d9b8697c1d&vjs=3,"Data Analyst, Oncology Research",Atlantic Health System,N/A,N/A,30+ days ago
165,https://www.indeed.com//rc/clk?jk=812194b0bf60edb2&fccid=bf8d0f5b45d49fcf&vjs=3,Provider Data Analyst,VISITING NURSE SERVICE OF NEW YORK,N/A,N/A,30+ days ago
166,https://www.indeed.com//rc/clk?jk=33bf4294139c488d&fccid=bd976cc171c690e0&vjs=3,Data Analyst - Cardiology,Columbia University,N/A,N/A,30+ days ago
167,https://www.indeed.com//rc/clk?jk=7b82f47308fe4888&fccid=1639254ea84748b5&vjs=3,"Strategic Planning and Operations Analyst, Payment Partnersh...",Facebook,N/A,N/A,30+ days ago
168,https://www.indeed.com//rc/clk?jk=6ae005721884bd41&fccid=848e72c84ce4a7a7&vjs=3,Data Analyst (Financials),NYU Langone,N/A,N/A,30+ days ago
169,https://www.indeed.com//rc/clk?jk=e7cf9f9011898128&fccid=87c08f0984b02c4c&vjs=3,HR Data Visualization Analyst,International Flavors & Fragrances,N/A,N/A,30+ days ago
175,https://www.indeed.com//rc/clk?jk=7dcd2a76f53bced8&fccid=b3405b3373f9bb39&vjs=3,Data Analyst/Data Engineer,"Traxion Group, Inc",N/A,N/A,30+ days ago
176,https://www.indeed.com//rc/clk?jk=162c16a838097d72&fccid=c007936ceb766fe5&vjs=3,"Quality Data Analyst II, Pediatrics",Mount Sinai,N/A,N/A,30+ days ago
180,https://www.indeed.com//rc/clk?jk=0701480bcfe04bcd&fccid=15e75688910bca13&vjs=3,SENIOR BUSINESS ANALYST,BayBridgeDigital,N/A,N/A,30+ days ago
181,https://www.indeed.com//rc/clk?jk=fd95b89ccb0efc5d&fccid=fb1a5b18740bdea2&vjs=3,Product Data Analyst,Food52,N/A,N/A,30+ days ago
184,https://www.indeed.com//rc/clk?jk=bf31b272d92030e3&fccid=d3ee4a7355a0fb60&vjs=3,"Sr. Data Analyst, Retail Media",Criteo,N/A,N/A,30+ days ago
187,https://www.indeed.com//rc/clk?jk=4da43ebe0825d79b&fccid=6313f14768ff2f01&vjs=3,Lead Data Analyst,Updater,N/A,N/A,30+ days ago
191,https://www.indeed.com//rc/clk?jk=214d52106c88e73b&fccid=d73294b71d7f0354&vjs=3,"Analyst, Analytics- MMA",Ipsos North America,N/A,N/A,30+ days ago
193,https://www.indeed.com//company/Ro/jobs/Operation-Analyst-da29f8949b198931?fccid=6595db4e00c1e70f&vjs=3,Operations Analyst,Ro,N/A,N/A,30+ days ago
197,https://www.indeed.com//rc/clk?jk=2471c5b02e544ab5&fccid=574faabb2e43a2e0&vjs=3,Data Analyst,Essen Health Care,N/A,N/A,30+ days ago
205,https://www.indeed.com//rc/clk?jk=1862ff75e88d696d&fccid=38e5dea30d34bcda&vjs=3,Junior Business Analyst,RSG Media,N/A,N/A,30+ days ago
207,https://www.indeed.com//rc/clk?jk=0fccf661c429e331&fccid=9ace5aa4e4fa6ce2&vjs=3,Data Quality Management Analyst,iknowvate technologies,N/A,N/A,30+ days ago
208,https://www.indeed.com//rc/clk?jk=ea28cb139959fcda&fccid=d3ee4a7355a0fb60&vjs=3,"Data Analytics Team Lead, Retail Media",Criteo,N/A,N/A,30+ days ago
212,https://www.indeed.com//rc/clk?jk=12675d7d850019ea&fccid=e6408a4affcce35c&vjs=3,Data/BI Analyst NYC,Teqqi,N/A,N/A,30+ days ago
214,https://www.indeed.com//rc/clk?jk=e8e2b80f42be4bbf&fccid=d2621f51dde471d3&vjs=3,Senior Data Analyst,Dow Jones,N/A,N/A,30+ days ago
215,https://www.indeed.com//rc/clk?jk=2a2f73c0fa51361c&fccid=16a97ed26c75bf2d&vjs=3,"CIMD - Financial Wellness - Data Strategy, Product Developme...",Goldman Sachs,N/A,N/A,30+ days ago
217,https://www.indeed.com//rc/clk?jk=9fc472dcb6fa317b&fccid=e290923a98afee94&vjs=3,IT Data Analyst,ICF,N/A,N/A,30+ days ago
218,https://www.indeed.com//rc/clk?jk=97d677244e8cf632&fccid=035cd4c701262f9d&vjs=3,Sales Analyst,Essilor,N/A,N/A,30+ days ago
219,https://www.indeed.com//rc/clk?jk=3a1d2acf2c87fdc4&fccid=0140e51652b12787&vjs=3,Graph Data Analyst,"Jefferies & Company, Inc.",N/A,N/A,30+ days ago
222,https://www.indeed.com//rc/clk?jk=fb7621a68494a575&fccid=ff707404f3ba0ae9&vjs=3,Clinical Data Analyst,SUNY Downstate Medical Center,N/A,N/A,30+ days ago
224,https://www.indeed.com//rc/clk?jk=89098f4b9821fe97&fccid=facc18fe475dac15&vjs=3,Data Research and Acceleration Analyst,"Two Sigma Investments, LLC.",N/A,N/A,30+ days ago
230,https://www.indeed.com//rc/clk?jk=e013acd051f39294&fccid=65ce85f45facac9b&vjs=3,Data Analyst,Albert Einstein College of Medicine,N/A,N/A,30+ days ago
234,https://www.indeed.com//rc/clk?jk=035bed012af2f40a&fccid=b7a753ea1f841879&vjs=3,Data Operations Analyst,Exiger,N/A,N/A,30+ days ago
235,https://www.indeed.com//rc/clk?jk=9679c48e233ffb3f&fccid=cfc1eb4bd8fdb968&vjs=3,Product Analyst,Pond5,N/A,N/A,30+ days ago
236,https://www.indeed.com//rc/clk?jk=3faa3595727140f8&fccid=ec3edbdb9b5c3b64&vjs=3,IT Business Data Analyst,New York Public Library,N/A,N/A,30+ days ago
237,https://www.indeed.com//rc/clk?jk=b9bdda3f985629c0&fccid=8ba13cf21fd7c2de&vjs=3,Clinical Business/Data Analyst Lv 2 (00069302),NYC Health + Hospitals,N/A,N/A,30+ days ago
239,https://www.indeed.com//rc/clk?jk=d6372c2cbf3d160d&fccid=f766f8bfbc3effb7&vjs=3,"Manager, Data Analyst, Tech",Uber,N/A,N/A,30+ days ago
244,https://www.indeed.com//rc/clk?jk=c4259cbb70aa29d7&fccid=8ba13cf21fd7c2de&vjs=3,Data Analyst - GOTHAM HEALTH (Location may vary),NYC Health + Hospitals,N/A,N/A,30+ days ago
246,https://www.indeed.com//rc/clk?jk=a7fa987df441ade0&fccid=1d7146bd38091a7a&vjs=3,Marketing Analyst,Duolingo,N/A,N/A,30+ days ago
250,https://www.indeed.com//rc/clk?jk=4b39af60dfb169a7&fccid=25b5166547bbf543&vjs=3,"Sr Analyst, Data Analytics, Data Science",AT&T,N/A,N/A,30+ days ago
251,https://www.indeed.com//rc/clk?jk=91274558075f533d&fccid=fe2d21eef233e94a&vjs=3,Pricing Controllership Analyst,"Amazon Web Services, Inc.",N/A,N/A,30+ days ago
252,https://www.indeed.com//rc/clk?jk=ffafca5c74f75cbe&fccid=e35c5b96d66d895e&vjs=3,Senior Data Analyst,Guardian News & Media,N/A,N/A,30+ days ago
253,https://www.indeed.com//rc/clk?jk=2ced70e890096d57&fccid=d59556628c43786d&vjs=3,Senior Data Analyst,Maisonette,N/A,N/A,30+ days ago
255,https://www.indeed.com//rc/clk?jk=50e2e6f962445bb4&fccid=e228a3c78d0f7f13&vjs=3,Service Desk Support Analyst,First Republic Bank,N/A,N/A,30+ days ago
256,https://www.indeed.com//rc/clk?jk=50e2e6f962445bb4&fccid=e228a3c78d0f7f13&vjs=3,Service Desk Support Analyst,First Republic Bank,N/A,N/A,30+ days ago
258,https://www.indeed.com//rc/clk?jk=603822a6a09b3650&fccid=306f81e1483f7d82&vjs=3,Lead Market Data Feed Business Analyst,Intercontinental Exchange,N/A,N/A,30+ days ago
259,https://www.indeed.com//rc/clk?jk=55d4419b46fcc67d&fccid=dc55ba6e7c37067b&vjs=3,Senior Financial Data Analyst - Finance/Operations,Blue Apron,N/A,N/A,30+ days ago
261,https://www.indeed.com//rc/clk?jk=8bc5ad953f6bed7d&fccid=5bcd1ef0a7f4fb99&vjs=3,AVP - Data Analyst - ICG EAP NY,Citi,N/A,N/A,30+ days ago
262,https://www.indeed.com//rc/clk?jk=4a74fa02579f7301&fccid=33b2d0072564c18e&vjs=3,Healthcare Analyst - Encounters Data,Healthfirst,N/A,N/A,30+ days ago
263,https://www.indeed.com//rc/clk?jk=db9959ac267e7954&fccid=fe2d21eef233e94a&vjs=3,Business Intelligence Analyst,"Amazon Web Services, Inc.",N/A,N/A,30+ days ago
266,https://www.indeed.com//rc/clk?jk=50809e80b3225a17&fccid=7074185bd7d0c1bb&vjs=3,"Data Analyst, Experienced Professional",Thrasio,N/A,N/A,30+ days ago
267,https://www.indeed.com//rc/clk?jk=95b8b2741cda2ed2&fccid=d6acb75d0d4c3264&vjs=3,Data Analyst- Brooklyn and Queens Home Delivered Meals,Jewish Association Serving the Aging (JASA),N/A,N/A,30+ days ago
273,https://www.indeed.com//rc/clk?jk=78c2b2fa84cb3b99&fccid=a8438203cbbfa9b3&vjs=3,Business Intelligence Analyst,"Stratasys, Inc.",N/A,N/A,30+ days ago
274,https://www.indeed.com//rc/clk?jk=bc3c7432f0507399&fccid=f770da67b3b51c62&vjs=3,HRIS Operations Analyst,Bloomberg,N/A,N/A,30+ days ago
278,https://www.indeed.com//rc/clk?jk=31d3e61d210d9ae7&fccid=4f30bdf4ae04ee1d&vjs=3,Data Enhancement Team: Analyst,MMIT Network,N/A,N/A,30+ days ago
